CountryCode,SeriesCode,DESCRIPTION
"LTU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LTU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LTU","IT.MLT.MAIN.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority."
"LTU","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","MS.MIL.XPND.ZS","1993-1995 SIPRI estimates."
"LTU","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LTU","IT.NET.BBND.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority."
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat"
"LTU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","IT.CEL.SETS","Lithuanian Telecom. From 2002: Communications Regulatory Authority."
"LTU","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LTU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LTU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LUX","IT.MLT.MAIN","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"LUX","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","IS.RRS.PASG.KM","Source: OECD"
"LUX","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"LUX","IT.NET.BBND.P2","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects"
"LUX","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","IT.CEL.SETS.P2","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","MS.MIL.XPND.CN","1960-2006 SIPRI estimates."
"LUX","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LUX","MS.MIL.XPND.CD","1960-2006 SIPRI estimates."
"LUX","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects"
"LUX","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Non-resident tourists staying in all types of accommodation establishments; including youth hostels, tourist private accommodation and others."
"LUX","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"LUX","IT.MLT.MAIN.P2","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","MS.MIL.XPND.ZS","1960-2006 SIPRI estimates."
"LUX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"LUX","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","IT.CEL.SETS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","SP.DYN.CDRT.IN","Data source: Eurostat"
"LUX","BX.PEF.TOTL.CD.WD","Data includes offshore investments."
"LUX","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"LUX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LUX","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"LUX","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","BX.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
"LUX","SP.POP.TOTL","Data source: Eurostat"
"LUX","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LUX","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"LUX","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"LUX","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","IT.NET.USER.ZS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LUX","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","PA.NUS.FCRF","Data are reported in Luxembourg francs until 1998, in euro from 1999."
"LUX","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","MS.MIL.XPND.GD.ZS","1960-2006 SIPRI estimates."
"LUX","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","SP.POP.GROW","Data source: Eurostat"
"LUX","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"LUX","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","IT.NET.BBND","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LUX","IS.RRS.GOOD.MT.K6","Source: OECD"
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, STATEC"
"LUX","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"LUX","SP.DYN.CBRT.IN","Data source: Eurostat"
"LVA","IT.NET.BBND.P2","Ministry of Transport."
"LVA","SM.POP.NETM","Data source: United Nations World Population Prospects"
"LVA","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). From 2012 source: Household survey."
"LVA","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LVA","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"LVA","MS.MIL.XPND.ZS","2017-2018 highly uncertain data."
"LVA","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","IT.CEL.SETS","Ministry of Transport."
"LVA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LVA","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","MS.MIL.XPND.CN","2017 highly uncertain data."
"LVA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Arrivals of non-resident visitors at national border. Data by State Border Guard."
"LVA","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"LVA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LVA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia"
"LVA","SP.POP.GROW","Data source: Eurostat, Central Statistical Bureau of Latvia"
"LVA","IT.NET.BBND","Ministry of Transport."
"LVA","IS.RRS.GOOD.MT.K6","Source: OECD"
"LVA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","SP.DYN.CBRT.IN","Data source: Eurostat"
"LVA","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LVA","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","MS.MIL.XPND.CD","2017 highly uncertain data."
"LVA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","IS.RRS.PASG.KM","Source: OECD"
"LVA","PA.NUS.FCRF","Data are reported in Latvian lats until 2013, in euro from 2014."
"LVA","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"LVA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LVA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","SP.POP.TOTL","Data source: Eurostat, Central Statistical Bureau of Latvia"
"LVA","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","IT.MLT.MAIN","Ministry of Transport."
"LVA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"LVA","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","SP.DYN.CDRT.IN","Data source: Eurostat"
"LVA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia"
"LVA","IT.MLT.MAIN.P2","Ministry of Transport."
"LVA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LVA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LVA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","IT.NET.USER.ZS","Ministry of Transport."
"LVA","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LVA","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"LVA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"LVA","IT.CEL.SETS.P2","Ministry of Transport."
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia"
"MAC","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MAC","SM.POP.TOTL","Estimates are derived from data on foreign-born population. As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. For purposes of estimation, no change was made in the time series estimates for Macao because of its change in status."
"MAC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MAC","IT.NET.BBND.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MAC","IT.MLT.MAIN","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAC","IT.CEL.SETS.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MAC","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MAC","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"MAC","IT.NET.USER.ZS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MAC","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 2008: according to Statistics and Census Service, the visitor arrivals figures from year 2008 onward will not include other non-residents namely workers, students, etc."
"MAC","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MAC","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAC","IT.CEL.SETS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MAC","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MAC","IT.MLT.MAIN.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"MAC","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"MAC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MAC","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"MAC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MAC","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAC","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2001: country data."
"MAC","IT.NET.BBND","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAC","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MAF","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MAF","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MAR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"MAR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MAR","SP.POP.1564.MA.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MAR","MS.MIL.XPND.GD.ZS","1968-1969 SIPRI estimates."
"MAR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief."
"MAR","NY.GNP.PCAP.PP.KD","Data cover Western Sahara."
"MAR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MAR","NY.GNP.PCAP.PP.CD","Data cover Western Sahara."
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"MAR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAR","NY.GNP.PCAP.KN","Data cover Western Sahara."
"MAR","NE.CON.PRVT.PC.KD","Data cover Western Sahara."
"MAR","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MAR","IT.CEL.SETS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MAR","IT.MLT.MAIN.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"MAR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MAR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAR","MS.MIL.XPND.ZS","1968-1969 SIPRI estimates."
"MAR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAR","IT.NET.BBND","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","NE.CON.PRVT.PC.KD.ZG","Data cover Western Sahara."
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MAR","NY.GNP.PCAP.CD","Data cover Western Sahara."
"MAR","IT.CEL.SETS.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","NY.GNP.PCAP.CN","Data cover Western Sahara."
"MAR","NY.GNP.PCAP.KD","Data cover Western Sahara."
"MAR","NY.GNP.PCAP.KD.ZG","Data cover Western Sahara."
"MAR","IT.NET.BBND.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MAR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MAR","NY.GNP.MKTP.PP.KD","Includes Former Spanish Sahara."
"MAR","SP.POP.1564.FE.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)"
